REFCODE,SCP,LCD,PLD,Va,Density,ASA,VF,KH311,300,305,310,315,320,325,330,335,340,345,350,353,adsH,dW
ATIBUA_clean.cif,26.63683539,4.79289,3.69367,0.133906,1.6758,325.202,0.260999,-3.447712719,-7.474955193,-8.503070352,-8.454692884,-8.735182177,-8.764471553,-9.175223538,-8.991399828,-9.614393726,-9.507239611,-9.4867824,-9.696803943,-9.756961951,46.24604494,0.065517029
NIHBIQ02_clean.cif,11.77310546,4.9457,4.05909,0.167393,1.6285,457.676,0.308457,-3.04901482,-7.127843727,-7.567030709,-7.886056648,-7.943095149,-8.319664487,-8.391473966,-8.659555885,-8.779891912,-8.785156152,-9.13667714,-9.707743929,-8.046723663,46.11602672,0.028081658
ATIBOU_clean.cif,17.5851003,4.97262,3.63143,0.139534,1.66268,361.797,0.270088,-3.342448913,-7.661543506,-7.88941029,-8.484126156,-8.617982957,-8.539102157,-8.578396073,-8.66756154,-9.081969663,-9.039529222,-9.415668776,-9.607303047,-9.571865206,46.10913058,0.055894306
ALULAV_clean.cif,152.3962665,8.90301,6.54764,1.24283,0.590909,5005.69,0.828044,6.079181246,-7.801342913,-7.653647026,-7.987162775,-8.226213555,-8.01278077,-7.906578315,-7.924453039,-8.199970641,-8.490797478,-8.57024772,-8.832682665,-9.503070352,46.07817033,0.385507244
BANMAG_clean.cif,15.61377669,8.68497,7.44113,0.224307,1.37401,727.103,0.392003,-3.553254745,-8.407823243,-8.71219827,-7.256490235,-7.15739076,-8.785156152,-8.565431096,-7.756961951,-8.970616222,-7.744727495,-8.761953897,-8.876148359,-8.71219827,46.07689337,0.085123119
RATCUL03_clean.cif,31.76815104,4.85357,3.58453,0.129629,1.72801,308.608,0.266161,-3.4260695,-6.730487056,-8.058488567,-8.562249437,-8.390405591,-8.756961951,-9.124938737,-9.49757288,-9.586700236,-9.790484985,-9.595166283,-9.681936665,-9.844663963,46.0519265,0.068108239
HIHJUF.cif,16.65468922,5.81545,4.84886,0.131737,1.47566,395.4,0.369185,-1.804429651,-8.107348966,-6.578396073,-6.659555885,-7.493494968,-7.798602876,-6.844663963,-8.390405591,-8.343901798,-8.493494968,-6.785156152,-7.268411235,-8.040481623,46.03887865,0.01171692
HIBGIJ_clean.cif,24.63443034,4.78138,3.54518,0.118117,1.65937,305.412,0.257869,-3.39549531,-6.536107011,-8.380906669,-8.562249437,-8.761953897,-8.826813732,-8.896196279,-9.068542129,-9.450996738,-9.562249437,-9.612610174,-9.554395797,-9.694648631,45.99976424,0.071733326
WIHVAL_clean.cif,25.40962452,5.06708,3.74555,0.155101,1.61186,434.976,0.287248,-3.170075148,-7.474955193,-7.882728704,-7.454692884,-8.289036881,-8.30980392,-8.974694135,-8.21395879,-9.417936637,-9.222573178,-9.230622674,-9.614393726,-9.381951903,45.98993939,0.051444681
XEGKOL_clean.cif,35.31910222,7.79948,5.93227,0.361076,1.11832,1291.94,0.516977,4.992678972,-7.243363892,-7.379863945,-9.379863945,-8.761953897,-9.143875556,-9.59345982,-6.759450752,-9.568636236,-9.512861625,-9.492144128,-10.68824614,-9.619788758,45.94161351,0.079388794
YEGKOM_clean.cif,69.49878858,5.64558,3.69584,0.391123,1.12752,1211.81,0.54743,-3.357246706,-8.580044252,-8.187086643,-8.482804102,-8.528708289,-7.657577319,-7.946921557,-8.301899454,-8.388276692,-7.982966661,-8.205511953,-7.208309351,-9.030584088,45.93849652,0.166866111
MOTMAK_clean.cif,24.66625199,5.52506,5.21921,0.366727,0.997473,1160.64,0.561471,6.958563883,-7.623423043,-7.872895202,-8.077274542,-8.016373713,-7.448550002,-7.345823458,-8.191114133,-7.478861916,-8.193820026,-7.832682665,-7.673664139,-7.809668302,45.84955383,0.026956791
SAKRED_clean.cif,49.63336871,5.35059,4.63804,0.461321,1.03225,1953.82,0.632956,-2.263664064,-7.818156412,-6.8569852,-8.373659633,-8.279840697,-8.723538196,-8.270025714,-7.42365865,-8.869666232,-8.847711656,-8.832682665,-10.18508682,-8.835647144,45.83622077,0.101827981
ALAMUW_clean.cif,114.0841694,11.50079,5.75746,1.05728,0.64997,3528.79,0.823926,-3.361805365,-6.946921557,-6.585026652,-7.974694135,-8.129596095,-8.42365865,-7.619788758,-6.744727495,-7.806875402,-8.617982957,-8.735182177,-9.218244625,-8.619788758,45.78374629,0.459585645
HIFTOG02_clean.cif,90.18764246,7.85169,4.15104,0.289137,1.15793,1175.59,0.565949,-3.482553366,-7.330683119,-8.351639989,-8.029188389,-8.37675071,-8.563837353,-7.208309351,-8.578396073,-8.872895202,-8.815308569,-7.493494968,-8.467245621,-8.295849483,45.68364424,0.152402643
JIXWUJ01_clean.cif,21.90161219,5.00868,3.64025,0.132134,1.63925,353.717,0.271152,-3.420530809,-7.739928612,-8.314258261,-8.215382707,-8.32330639,-8.735182177,-9.043351421,-8.886056648,-9.395773947,-9.390405591,-9.578396073,-9.298432015,-9.841637508,45.62510015,0.063909961
ATICAH_clean.cif,20.77717613,4.89645,3.6173,0.162994,1.59515,450.165,0.291213,-3.215973578,-7.647817482,-7.669586227,-8.006123085,-7.903089987,-8.326979093,-8.844663963,-8.66756154,-8.793174124,-8.906578315,-9.053056729,-9.228412519,-9.279014256,45.56873731,0.040511552
HIFTOG_clean.cif,88.76771727,7.92631,4.14066,0.281519,1.16582,1155.76,0.56593,-3.505480863,-6.826813732,-6.970616222,-6.91721463,-6.647817482,-7.774690718,-7.052566278,-7.258848401,-8.860120914,-9.394694954,-7.853871964,-8.586700236,-9.356547324,45.56773213,0.165291003
KEVWUF_clean.cif,73.02549707,9.35987,3.8617,0.51462,1.04193,1759.92,0.652629,6.158362492,-7.643974143,-8.804100348,-7.707743929,-7.679853714,-7.804100348,-8.539102157,-8.2069084,-7.585026652,-9.127261173,-9.273272791,-8.886056648,-8.785156152,45.53374365,0.086194873
ATIBAG_clean.cif,25.00753962,4.97234,3.63251,0.144151,1.64828,365.453,0.268994,-3.419143423,-6.714442691,-8.159893906,-8.129011186,-8.798602876,-9.117475462,-8.903089987,-8.920818754,-9.007004902,-9.425968732,-9.527243551,-9.931814138,-9.389339837,45.51068581,0.056113772
KEVVIS_clean.cif,36.53775758,6.98284,5.46727,0.212085,1.16086,741.673,0.369508,-0.72019622,-8.779891912,-7.400116928,-8.48148606,-8.42136079,-8.88941029,-8.749579998,-8.798602876,-9.176525771,-9.08249449,-8.498940738,-8.395773947,-9.064996849,45.50826063,0.034813673
VUQJUN01_clean.cif,20.09151702,11.70631,9.81719,0.653943,0.790589,1991.96,0.706787,3.808897332,-8.070581074,-8.694648631,-8.548213564,-8.358525889,-8.995678626,-9.120330794,-9.270025714,-9.311580178,-9.605548319,-9.906578315,-10.2541448,-10.00966115,45.49287204,0.211956853
LEJBUX_clean.cif,67.37459549,6.29483,4.70209,0.623233,1.04776,2385.18,0.639506,-2.772108156,-7.075720714,-7.145086978,-8.180456064,-7.89279003,-7.707743929,-7.449771647,-8.077793723,-8.035269079,-7.282329497,-7.982966661,-8.159893906,-8.279014256,45.49030032,0.107125167
NAYZUK_clean.cif,32.72295087,9.2604,7.59208,0.223958,1.3315,695.413,0.533257,-1.322891495,-8.295849483,-8.555955204,-8.643974143,-9.144480844,-8.675717545,-8.899629455,-8.598599459,-8.735182177,-8.525783736,-8.555955204,-10.84163751,-8.427128398,45.45550973,0.033308781
AFIXAO_clean.cif,40.3700609,6.45274,4.22462,0.262157,1.12223,946.794,0.404918,-2.552544269,-6.292429824,-8.036212173,-8.295849483,-8.229884705,-8.829738285,-8.562249437,-9.024108864,-8.826813732,-9.344861565,-9.488116639,-9.694648631,-9.258060922,45.42794787,0.086144642
MEJQOJ_clean.cif,6.218779128,4.90101,3.47576,0.119499,1.21005,305.552,0.431781,-0.725521169,-7.88941029,-7.224025669,-8.818156412,-8.228412519,-7.698970004,-8.338187314,-8.36552273,-7.148741651,-7.995678626,-7.879426069,-8.302770657,-7.37675071,45.23235711,0.008798222
SENWAL_clean.cif,134.4841401,8.57697,7.15394,1.00128,0.731865,3118.16,0.815384,-1.93983875,-7.53313238,-7.507239611,-8.42136079,-8.096367484,-8.363512104,-8.850780887,-8.206209615,-8.415668776,-8.625251654,-8.434152181,-9.069560405,-8.860120914,45.1985065,0.267806182
ATIBOU01_clean.cif,4.790583919,5.05915,3.79625,0.165001,1.59271,459.067,0.297276,-3.178607672,-7.11463878,-7.600326279,-7.987162775,-8.402304814,-8.061480275,-8.690369833,-8.661543506,-9.029653124,-8.725842151,-9.438898616,-9.440093375,-9.299296283,45.18456815,0.039114549
FINQUQ_clean.cif,59.62559718,8.71983,4.51126,0.272696,1.41696,977.963,0.507355,-3.577500442,-8.033858267,-7.612610174,-8.943095149,-7.134896025,-8.521433504,-7.70333481,-8.815308569,-8.018181393,-8.326979093,-8.194499142,-10.15366289,-8.832682665,45.17130618,0.160825656
CIFMEL_clean.cif,98.9009593,8.29281,5.52726,0.91074,0.761139,3429,0.767178,0.966547667,-8.106793247,-7.501689446,-8.536107011,-8.218244625,-8.211124884,-8.692503962,-8.602059991,-8.229147988,-8.316952962,-8.931814138,-9.002176919,-8.879426069,45.04248131,0.254862769
UTEWOG_clean.cif,60.49937743,14.59423,9.75209,0.664285,0.752086,1722.5,0.805291,-2.929566828,-6.619788758,-7.453457337,-7.026872146,-6.63638802,-7.440093375,-7.105683937,-7.148130399,-7.343901798,-8.235823868,-8.818156412,-8.269217724,-7.595166283,45.00234796,0.447682394
YARYEV_clean.cif,199.2046274,5.03493,3.65406,0.463782,1.12294,1537.22,0.460981,-2.899426142,-8.449771647,-8.468521083,-8.434152181,-8.787812396,-9.131943638,-8.694648631,-9.104025268,-9.262807357,-9.404503778,-7.962573502,-8.698970004,-9.253365801,44.85362617,0.20041673
GUPCUQ01.cif,44.12040847,13.04608,3.92188,0.427404,1.13523,1235.9,0.570096,-3.595294539,-7.73754891,-7.396855627,-7.804100348,-8.234331445,-7.08249449,-7.358525889,-7.399027104,-8.853871964,-8.431798276,-9.109020403,-8.801342913,-8.302770657,44.82423707,0.22965107
AVEROJ_clean.cif,55.68774872,6.75872,6.70804,0.25978,1.69759,805.681,0.542225,-3.389803118,-7.120330794,-7.240332155,-7.649751982,-7.294992041,-7.747146969,-7.234331445,-7.391473966,-8.22475374,-8.472370099,-7.8569852,-7.76700389,-7.987162775,44.82043591,0.079388127
OFAWEZ_clean.cif,93.29831435,11.74741,9.05021,0.719853,0.975199,2183.59,0.801437,0.174161606,-7.707743929,-8.759450752,-8.28567024,-8.93930216,-8.790484985,-9.455931956,-9.63638802,-9.761953897,-9.793174124,-9.48148606,-9.647817482,-9.603800653,44.69336637,0.286880955
BEPNOB_clean.cif,7.848767892,10.4168,10.32251,0.488822,0.890303,1402.09,0.548986,-2.969578404,-8.694648631,-7.754487332,-8.749579998,-8.899629455,-9.181114585,-7.326058001,-7.196542884,-9.583359493,-9.351639989,-9.744727495,-10.36754271,-8.89279003,44.67146193,0.266603304
XOHFIK_clean.cif,30.6467645,4.98978,3.60991,0.135276,1.62483,374.305,0.274996,-3.439734602,-7.978810701,-8.095284455,-8.621602099,-8.879426069,-8.728158393,-8.619788758,-9.108462542,-8.292429824,-9.374687549,-9.407823243,-10.05158703,-9.655607726,44.60816786,0.064666267
ATICEL_clean.cif,16.50130165,4.93571,3.58992,0.151559,1.60993,405.942,0.278849,-3.335077046,-5.35261703,-8.199970641,-8.131943638,-8.163043263,-8.13076828,-7.806875402,-8.655607726,-8.896196279,-9.27572413,-9.57024772,-9.473660723,-9.549750892,44.5660414,0.059883257
ZIF-3.cif,39.88761777,8.47376,5.64767,0.524086,0.880009,2070.29,0.585873,-3.008093767,-7.913640169,-7.752026734,-8.482804102,-6.920818754,-6.93930216,-8.395773947,-6.950781977,-8.331614083,-9.53165267,-9.749579998,-9.478861916,-9.413412695,44.55630976,0.323284706
CEGDUO_clean.cif,23.4494745,4.93031,4.16303,0.0867428,1.91831,269.123,0.267556,-3.25953625,-7.801342913,-8.316052869,-8.522878745,-8.555955204,-8.231361899,-8.609064893,-8.459670525,-8.764471553,-9.133122186,-8.747146969,-8.847711656,-8.835647144,44.5384319,0.030926896
LOJFUL_clean.cif,340.8807105,11.90489,8.60419,0.968712,0.609882,3042.67,0.761188,-2.400083102,-7.279840697,-8.064996849,-7.913640169,-7.596879479,-8.603800653,-8.826813732,-9.042871802,-9.329754147,-9.882728704,-8.458420756,-9.374687549,-8.361510743,44.41401777,0.550952146
ONIXOZ_clean.cif,97.67834582,9.49359,9.17682,0.583045,0.909707,1999.54,0.727014,-3.017045291,-7.266000713,-7.320572103,-6.621602099,-7.090443971,-7.395773947,-7.04431225,-8.4867824,-8.219682688,-9.231361899,-8.655607726,-9.01188716,-8.258060922,44.41208811,0.235702159
LURGEL_clean.cif,139.2463057,9.80097,7.06547,1.29215,0.532137,4373.64,0.793886,-1.53366928,-6.882728704,-7.974694135,-7.580044252,-7.835647144,-8.413412695,-8.515700161,-7.725842151,-8.718966633,-9.68613278,-9.316952962,-10.12320502,-9.59345982,44.38863885,0.666907603
IPIFAP_clean.cif,55.3543763,7.07203,6.04452,0.295899,1.44306,948.365,0.510468,-3.580501905,-7.35261703,-6.663540266,-7.270025714,-8.229147988,-7.316952962,-7.596879479,-8.246416941,-8.238072162,-8.756961951,-8.271646218,-9.400116928,-8.567030709,44.3242621,0.108753026
WIHVEP_clean.cif,19.4770931,4.75023,3.70448,0.1574,1.60991,423.29,0.286153,-3.387371882,-7.663540266,-7.707743929,-8.061980903,-8.721246399,-8.37161107,-9.015472687,-8.962573502,-9.040005162,-9.388276692,-9.605548319,-9.256490235,-9.442492798,44.2237439,0.058622135
XADCOW_manual.cif,98.08112512,14.10754,13.84449,0.599276,0.869049,1443.57,0.670811,-2.72891384,-8,-6.823908741,-8.772113295,-9.181114585,-8.206209615,-8.701146924,-9.504455662,-10.41793664,-9.978810701,-9.640164518,-9.490797478,-9.454692884,44.22147236,0.362276553
IQEWOQ_clean.cif,22.87902093,5.0492,3.82517,0.16611,1.5881,461.883,0.295481,-3.255746144,-7.40560745,-7.838631998,-8.086716098,-8.380906669,-8.390405591,-8.716698771,-7.761953897,-8.818156412,-9.034328029,-9.122053048,-9.360513511,-9.218244625,44.17814848,0.044962792
CIDKUX_clean.cif,20.00249326,9.0941,8.23385,0.466078,1.04661,1471.17,0.609993,-0.570181531,-8.578396073,-8.974694135,-7.645891561,-8.821023053,-9.244125144,-9.191114133,-9.348721986,-9.510041521,-9.681936665,-9.991399828,-10.10072681,-10.36552273,44.17636266,0.162748632
NEDWIE_clean.cif,113.1217294,9.20307,5.73787,0.901876,0.682799,2965.03,0.718354,1.019448637,-7.638272164,-8.115204636,-8.007004902,-8.534617149,-7.756961951,-7.76700389,-8.046723663,-8.140261434,-8.970616222,-9.110138279,-8.14691047,-9.3400838,44.07138423,0.411473604
MUWQEB_clean.cif,105.8729713,15.69987,9.52619,0.700177,0.72296,1733.12,0.76444,-2.165567851,-8.208309351,-7.510041521,-8.735182177,-9.083546051,-9.125518182,-9.294992041,-9.463441557,-9.501689446,-9.675717545,-9.744727495,-8.655607726,-9.501689446,44.00087431,0.382963918
IJOMOJ04_clean.cif,28.24725292,4.93168,3.62757,0.154121,1.6182,401.745,0.279313,-3.41970127,-6.559090918,-7.764471553,-8.238824187,-8.401209493,-9.134896025,-9.425968732,-9.410050399,-9.53313238,-9.536107011,-9.57024772,-9.292429824,-9.812479279,43.99045369,0.068780082
SERJUV_clean.cif,30.57803417,8.6464,8.11217,0.340452,1.17608,1101,0.541603,-0.594645101,-8.835647144,-9.058488567,-9.133122186,-9.214670165,-9.236572006,-9.050609993,-9.103473783,-9.725842151,-9.709965389,-9.826813732,-10.64589156,-9.621602099,43.97397947,0.105293338
IJOMOJ07_clean.cif,33.80640189,5.03579,3.64419,0.140749,1.61564,387.884,0.278669,-3.429955851,-7.49757288,-8.256490235,-8.623423043,-8.26520017,-8.826813732,-8.772113295,-8.835647144,-8.818156412,-9.447331784,-9.392544977,-9.987162775,-9.565431096,43.88004202,0.066203778
IJOMOJ06_clean.cif,37.01657253,5.00673,3.59829,0.149722,1.62301,391.123,0.275664,-3.517952933,-8.076755981,-8.156767222,-8.344861565,-8.70333481,-9.068542129,-9.003926346,-9.015022874,-9.268411235,-9.879426069,-9.580044252,-9.521433504,-9.411168274,43.83299635,0.066953474
IJOMOJ02_clean.cif,28.56424065,5.03327,3.68395,0.145993,1.61514,378.299,0.279982,-3.488023109,-7.588380294,-8,-8.673664139,-8.436518915,-8.782516056,-8.632644079,-9.348721986,-9.459670525,-9.818156412,-9.798602876,-9.36251027,-9.769551079,43.80620217,0.06673533
FUNBEW_clean.cif,43.10857355,11.78414,9.18662,0.98996,0.668714,2997.87,0.773723,-2.564469369,-8.270025714,-6.801342913,-8.346787486,-8.341988603,-8.795880017,-8.701146924,-8.607303047,-8.257274869,-9.435333936,-9.785156152,-9.806875402,-10.02410886,43.7321843,0.552092868
HIFVOI_clean.cif,31.55034517,9.00136,6.54297,0.583395,0.85431,2255.12,0.601309,-3.085662133,-7.294992041,-8.181774106,-7.033858267,-7.246416941,-7.924453039,-7.943095149,-8.222573178,-8.437707136,-8.647817482,-9.314258261,-9.560667306,-9.021819483,43.72775152,0.337545519
OFAWAV_clean.cif,94.01856814,12.2637,8.87778,0.727095,0.968512,2201.68,0.800368,0.784159937,-8.302770657,-8.107348966,-8.70333481,-8.756961951,-9.274905479,-8.453457337,-9.684029655,-9.804100348,-9.798602876,-9.537602002,-9.924453039,-9.251037139,43.46199943,0.281479588
XAMDUM06_clean.cif,22.66874777,13.17494,6.72472,0.720512,0.88326,2135.95,0.760836,-3.044451265,-8.255707017,-8.55129368,-8.135488919,-8.661543506,-7.63638802,-9.090443971,-9.37161107,-7.798602876,-10.47495519,-10.4271284,-8.090443971,-10.04048162,43.41257233,0.45467181
NALYEG_clean.cif,62.23735195,13.08902,12.86107,0.35614,1.5741,835.546,0.667618,7.57863921,-8.681936665,-8.876148359,-9.524328812,-8.283162277,-9.358525889,-9.143875556,-9.454692884,-9.427128398,-9.153662888,-9.233587153,-10.85078089,-8.924453039,43.40576146,0.078174585
WEMXIX.cif,11.83117073,6.24089,5.68835,0.0830335,1.51264,294.133,0.237145,-1.839870753,-8.772113295,-8.360513511,-8.643974143,-7.236572006,-8.596879479,-8.653647026,-8.920818754,-9.363512104,-8.928117993,-9.074687909,-10.6716204,-9.586700236,43.09384765,0.013692906
DOTSOV22_clean.cif,59.10307412,13.28014,6.78912,0.715627,0.886216,2139.36,0.761882,-3.089161702,-7.832682665,-7.754487332,-9.034328029,-8.669586227,-8.334419009,-8.872895202,-9.208309351,-10.4436975,-10.2069084,-10.03952922,-8.093664958,-10.13906338,43.06613579,0.443090829
HIFGIO_clean.cif,38.38965598,12.5848,12.05657,0.806912,0.731183,2185.66,0.703844,-3.235086716,-6.194499142,-8.779891912,-7.407823243,-7.187086643,-7.372634143,-7.640164518,-8.749579998,-9.821023053,-8.832682665,-9.42136079,-9.184422252,-7.899629455,43.03051436,0.478181858
LAGWEX_clean_h.cif,7.19032435,6.3156,5.3455,0.291129,1.37946,1001.77,0.56142,1.45111683,-9.022276395,-8.987162775,-8.645891561,-7.749579998,-9.269217724,-9.063486258,-8.829738285,-8.530177984,-8.480172006,-9.300162274,-9.153044675,-9.30980392,42.61800454,0.030370579
ZnBDC.cif,6.603765445,5.78857,4.83262,0.332616,1.208,996.801,0.553322,0.280521462,-8.742321425,-7.812479279,-8.437707136,-7.363512104,-8.156144577,-7.525783736,-8.512861625,-7.844663963,-8.331614083,-8.049635146,-10.82681373,-7.09420412,42.6113874,0.012666944
FERHAN_clean.cif,68.42375033,10.23981,6.21255,0.650918,0.784123,2236.31,0.688213,-1.994231957,-6.869666232,-8.315154638,-8.282329497,-8.68613278,-8.419075024,-8.55129368,-8.619788758,-8.962573502,-9.723538196,-9.627087997,-9.690369833,-10.22988471,42.60270692,0.421553985
UTEWUM_clean.cif,88.98170002,14.9996,10.07049,0.697737,0.736094,1765.5,0.806591,-2.906294715,-6.167491087,-7.886056648,-6.844663963,-7.274905479,-7.139063379,-7.125518182,-7.903089987,-8.019088062,-8.512861625,-8.356547324,-7.659555885,-8.193820026,42.57290057,0.483037286
KIYMIQ_clean.cif,29.5415569,7.27177,7.15062,0.284612,1.0379,1013.42,0.486737,1.326559096,-8.141462802,-9.123205024,-7.761953897,-7.663540266,-8.974694135,-8.397940009,-7.913640169,-8.170053304,-9.110698297,-9.488116639,-7.829738285,-7.8569852,42.45269707,0.058467278
TEDHAN_clean.cif,277.9758547,10.01814,9.50586,0.618989,0.899209,2136.81,0.650457,-3.598961522,-8.253365801,-7.298432015,-8.628932138,-9.159266765,-9.838631998,-8.388276692,-8.649751982,-9.57024772,-8.716698771,-8.202040356,-9.59345982,-9.420216403,42.41993356,0.435669881
NUTQEZ_clean.cif,33.68009371,12.12225,8.31729,0.867561,0.764211,2786.4,0.787743,-3.904088274,-6.829738285,-6.749579998,-6.216096421,-6.424812155,-6.806875402,-8.050609993,-7.709965389,-8.100179498,-8.832682665,-9.63638802,-8.610833916,-8.619788758,42.36654491,0.563506651
DIDDOK_clean.cif,135.4610058,10.06794,8.3446,1.35136,0.525842,4698.19,0.82493,-3.340913267,-7.946921557,-7.156767222,-6.950781977,-8.749579998,-8.643974143,-8.077793723,-7.378823718,-6.920818754,-8.370590401,-8.653647026,-8.183096161,-9.503070352,42.23448076,0.874700811
DOTSOV40_clean.cif,71.72009551,13.20713,6.72027,0.715164,0.889027,2137.1,0.764594,-3.083254514,-7.684029655,-8.229147988,-8.882728704,-8.647817482,-8.548213564,-9.215382707,-9.311580178,-9.595166283,-10.44009337,-10.20551195,-8.329754147,-10.38404995,42.17684605,0.42715746
IYIHUU_clean.cif,310.4320267,11.94129,10.43961,1.0283,0.634446,3059.46,0.753382,-2.649827602,-7.245651664,-8.032920266,-7.504455662,-8.677780705,-8.263603498,-8.563837353,-9.400116928,-10.06098022,-9.756961951,-8.651695137,-7.440093375,-8.610833916,42.10696584,0.645087502
FIVYEP_clean.cif,45.78198221,5.69894,4.7333,0.148626,2.0333,529.757,0.361788,-3.094629991,-8.605548319,-9.330683119,-9.184422252,-9.216811309,-7.675717545,-9.581698709,-9.598599459,-7.847711656,-9.747146969,-7.995678626,-9.815308569,-9.931814138,42.02868766,0.051639551
YURJUR_clean.cif,310.438707,13.68909,8.22334,0.955347,0.683521,2832.38,0.759074,-3.368593777,-6.974694135,-7.109578981,-6.89279003,-8.250263684,-7.238824187,-8.982966661,-8.206209615,-8.168770306,-9.651695137,-8.307153081,-9.17327748,-7.962573502,41.94450539,0.665275437
IFEHUY_clean.cif,77.00360388,11.27938,10.28945,0.525745,1.037,1443.21,0.672388,0.072742383,-9.578396073,-9.300162274,-9.258060922,-9.669586227,-9.54515514,-9.021819483,-9.132532512,-8.661543506,-8.974694135,-8.866461092,-8.987162775,-8.950781977,41.9315108,0.11029806
XAMDUM05_clean.cif,50.79318069,13.11882,6.77323,0.712546,0.895381,2142.56,0.765365,-2.87401479,-7.761953897,-7.954677021,-8.71219827,-8.634512015,-8.573488739,-8.474955193,-9.084600165,-9.735182177,-10.28650946,-10.23284413,-8.202732459,-10.03952922,41.92113383,0.430647166
LAWGEW_clean.cif,247.5749543,15.09006,8.15881,1.2652,0.591684,3728.23,0.828932,-4.850780887,-8.18243463,-8.512861625,-8.351639989,-9.142064735,-8.450996738,-8.140261434,-8.465973894,-8.492144128,-8.311580178,-7.368556231,-8.36251027,-7.474955193,41.88875518,0.881700499
SUKYIH_clean.cif,119.387674,9.65437,7.01204,1.19758,0.59954,3884.07,0.821958,-3.634523247,-6.974694135,-7.2644011,-7.886056648,-7.048176965,-7.694648631,-8.332547047,-8.669586227,-8.168770306,-8.628932138,-8.63638802,-8.835647144,-9.694648631,41.88587601,0.781354464
DOTSOV37_clean.cif,207.9769317,13.21365,6.75854,0.716341,0.888682,2145.04,0.763843,-3.069646049,-8.673664139,-4.28567024,-8.542118103,-8.886056648,-8.93930216,-9.232844134,-9.2915791,-9.735182177,-10.32790214,-8.417936637,-10.2487209,-10.14448084,41.78085514,0.446426892
DOTSOV16_clean.cif,30.48433433,13.28972,6.76286,0.716911,0.885187,2143.41,0.759931,-3.094539816,-6.41453927,-7.8569852,-8.879426069,-8.647817482,-8.790484985,-8.749579998,-9.671620397,-10.08460016,-10.0893756,-10.12493874,-8.35753548,-8.447331784,41.7063868,0.456911696
DOTSOV19_clean.cif,42.9020573,13.28375,6.77503,0.716714,0.885987,2140.05,0.760479,-3.072664546,-8.387216143,-7.507239611,-8.809668302,-8.732828272,-8.1837587,-8.882728704,-9.899629455,-10.14691047,-9.906578315,-9.935542011,-10.28567024,-10.25492521,41.61155471,0.438672848
VUSKEA_clean.cif,103.6368261,14.96098,8.24552,1.25951,0.594675,3683.86,0.833025,-4.657577319,-9.659555885,-9.443697499,-8.809668302,-8.769551079,-8.53165267,-7.507239611,-8.324221658,-7.958607315,-7.675717545,-7.42365865,-7.55129368,-7.013676223,41.5338559,0.876257275
DOTSOV15_clean.cif,53.11841519,13.29,6.76281,0.716447,0.885201,2142.93,0.760171,-3.069251106,-7.804100348,-8.707743929,-8.226945307,-7.882728704,-7.853871964,-8.872895202,-9.316052869,-10.01055018,-10.23957752,-10.07572071,-9.924453039,-9.962573502,41.52844049,0.451398844
WOLRIZ_clean.cif,80.92135907,11.01742,6.489,0.682768,0.928573,2133.13,0.749189,-3.641720521,-7.694648631,-7.795880017,-7.906578315,-7.514278574,-8.274905479,-8.540607512,-8.48945499,-8.671620397,-9.233587153,-8.684029655,-9.586700236,-9.251811973,41.52221775,0.408344411
PEVQEO_clean.cif,145.7445458,14.86674,8.1404,1.23335,0.610855,3587.12,0.842207,-4.761953897,-7.924453039,-8.153662888,-8.396855627,-9.642065153,-8.42365865,-8.512861625,-8.795880017,-8.188424994,-7.844663963,-7.496209317,-7.395773947,-7.826813732,41.52187882,0.866863063
FIQCEN_clean.cif,179.9574975,13.19824,6.7462,0.725061,0.879099,2188.76,0.762602,-3.071015075,-8.032452024,-8.665546249,-8.467245621,-8.591760035,-8.723538196,-8.730487056,-9,-9.381951903,-10.03432803,-8.463441557,-10.17263073,-10.35359627,41.51492411,0.42670164
PETWOC_clean.cif,89.07092116,9.15829,4.09511,0.274643,1.69456,892.662,0.587741,-3.662842354,-5.93930216,-8.690369833,-8.692503962,-9.040481623,-8.866461092,-9.217527376,-9.099086932,-8.899629455,-8.93930216,-8.982966661,-9.424812155,-8.847711656,41.51334478,0.140281663
CUNFOH_clean.cif,35.55578754,9.50649,5.60745,0.286067,1.63668,992.428,0.527847,-4.542118103,-6.061980903,-6.088309841,-8.124938737,-6.472370099,-6.806875402,-7.343901798,-8.627087997,-8.088842391,-7.970616222,-8.280668713,-7.931814138,-7.826813732,41.40791952,0.183626931
YEYBOV_clean.cif,34.70699574,4.79846,4.25116,0.0729888,1.50434,262.816,0.167086,-4.090443971,-6.882728704,-7.591760035,-7.305394801,-7.4225082,-8.580044252,-7.809668302,-8.064492734,-8.062482108,-8.928117993,-8.958607315,-7.866461092,-8.019996628,41.39419366,0.031855815
ECOLEP_clean.cif,404.8973582,11.29556,10.56211,2.06762,0.407232,4555.23,0.88612,-1.602397135,-7.080398976,-7.815308569,-8.009661145,-8.559090918,-8.721246399,-9.048662481,-9.096910013,-8.793174124,-8.473660723,-8.42365865,-8.42945706,-8.450996738,41.38646428,1.227685271
SONVIB_clean.cif,153.6102251,13.20191,6.76207,0.72462,0.881013,2156.39,0.762326,-3.029085285,-7.694648631,-8.512861625,-8.657577319,-7.616184634,-8.832682665,-8.872895202,-9.164943898,-9.510041521,-10.03011836,-7.946921557,-10.63827216,-10.35951856,41.37618029,0.450226618
